{ IngredientId = 1, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 995, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 996, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 997, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 998, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 999, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1000, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1001, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1002, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1003, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1004, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1005, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1006, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1007, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1008, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1009, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1010, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1011, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1012, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1013, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1014, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1015, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1016, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1017, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1018, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1019, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1020, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1021, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1022, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1023, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1024, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1025, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1026, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1027, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1028, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1029, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1030, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1031, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1032, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1033, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1034, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1035, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1036, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1037, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1038, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1039, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1040, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1041, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1042, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1043, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1044, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1045, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1046, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1047, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1048, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1049, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1050, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1051, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1052, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1053, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1054, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1055, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1056, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1057, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1058, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1059, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1060, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1061, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1062, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1063, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1064, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1065, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1066, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1067, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1068, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1069, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1070, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1071, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1072, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1073, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1074, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1075, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1076, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1077, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1078, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1079, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1080, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1081, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1082, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1083, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1084, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1085, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1086, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1087, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1088, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1089, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1090, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1091, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1092, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1093, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1094, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1095, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1096, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1097, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1098, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1099, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1100, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1101, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1102, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1103, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1104, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1105, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1106, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1107, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1108, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1109, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1110, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1111, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1112, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1113, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1114, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1115, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1116, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1117, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1118, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1119, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1120, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1121, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1122, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1123, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1124, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1125, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1126, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1127, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1128, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1129, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1130, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1131, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1132, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1133, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1134, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1135, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1136, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1137, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1138, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1139, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1140, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1141, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1142, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1143, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1144, OnHandQuantity = 0.25, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1145, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1146, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1147, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1148, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 1149, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
